"type.name","team.name","player.name","duration","possession_team.name","location.x","location.y","shot.statsbomb_xg","pass.length","pass.angle","pass.cross","pass.switch","pass.end_location.x","pass.end_location.y","pass.recipient.name","pass.outcome.name","carry.end_location.x","carry.end_location.y"
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",76.2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",0.080031,"Barcelona",76.2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.8,51.1
"Pass","Barcelona","Xavier Hernández Creus",1.640163,"Barcelona",76.8,51.1,NA,20.608736,-3.1124747,NA,NA,56.2,51.7,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",56.2,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",1.105537,"Barcelona",56.2,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2,51.7
"Pass","Barcelona","Oleguer Presas Renom",1.239247,"Barcelona",56.2,51.7,NA,17.620726,2.042058,NA,NA,48.2,36,"Carles Puyol i Saforcada",NA,NA,NA
"Ball Receipt*","Barcelona","Carles Puyol i Saforcada",NA,"Barcelona",48.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",3.052203,"Barcelona",48.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,30.9
"Pass","Barcelona","Carles Puyol i Saforcada",0.779171,"Barcelona",50.5,30.9,NA,13.167384,-0.3649928,NA,NA,62.8,35.6,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",62.8,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.542034,"Barcelona",62.8,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6,35
"Miscontrol","Barcelona","Rafael Márquez Álvarez",0,"Barcelona",63.6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Juan Jesús Gutiérrez Robles",6.362445,"Barcelona",53.7,29.9,NA,54.391174,0.32175055,NA,NA,105.3,12.7,NA,"Incomplete",NA,NA
"Ball Recovery","Barcelona","Oleguer Presas Renom",0,"Barcelona",15.7,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",1.058355,"Barcelona",15.7,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,69.5
"Pass","Barcelona","Oleguer Presas Renom",1.520172,"Barcelona",17.6,69.5,NA,24.375807,1.80682,NA,NA,11.9,45.8,"Víctor Valdés Arribas",NA,NA,NA
"Ball Receipt*","Barcelona","Víctor Valdés Arribas",NA,"Barcelona",11.9,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Víctor Valdés Arribas",1.321947,"Barcelona",11.9,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,44.3
"Pass","Barcelona","Víctor Valdés Arribas",1.695668,"Barcelona",10.9,44.3,NA,27.993214,0.95802176,NA,NA,27,21.4,"Carles Puyol i Saforcada",NA,NA,NA
"Ball Receipt*","Barcelona","Carles Puyol i Saforcada",NA,"Barcelona",27,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",0.825513,"Barcelona",27,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,20.5
"Pass","Barcelona","Carles Puyol i Saforcada",1.785847,"Barcelona",28.5,20.5,NA,20.820183,1.0254345,NA,NA,39.3,2.7,"Juliano Haus Belletti",NA,NA,NA
"Pressure","Málaga","Miguel Ángel Lozano Ayala",0.5059,"Barcelona",88.7,58.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",39.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",1.482253,"Barcelona",39.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3,4.59999999999999
"Pass","Barcelona","Juliano Haus Belletti",1.81061,"Barcelona",44.3,4.59999999999999,NA,27.767067,-1.408016,NA,NA,48.8,32,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",48.8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",2.368102,"Barcelona",48.8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1,35.6
"Pass","Barcelona","Rafael Márquez Álvarez",4.481188,"Barcelona",65.1,35.6,NA,49.784836,-0.5924594,NA,NA,106.4,63.4,"Anderson Luís de Souza","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",101.2,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Málaga","Alexis Ruano Delgado",0,"Barcelona",14.6,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Málaga","Alexis Ruano Delgado",0.9963,"Barcelona",14.6,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,7
"Pass","Málaga","Alexis Ruano Delgado",3.384052,"Barcelona",13.9,7,NA,41.46143,0.16475217,NA,NA,54.8,0.200000000000003,NA,"Out",NA,NA
"Pass","Barcelona","Giovanni van Bronckhorst",1.406283,"Barcelona",65.3,79,NA,32.13098,2.1881514,NA,NA,46.7,52.8,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",46.7,52.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Oleguer Presas Renom",1.784516,"Barcelona",46.7,52.8,NA,19.612495,1.6064954,NA,NA,46,33.2,"Carles Puyol i Saforcada",NA,NA,NA
"Ball Receipt*","Barcelona","Carles Puyol i Saforcada",NA,"Barcelona",46,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",0.738803,"Barcelona",46,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,32.8
"Pass","Barcelona","Carles Puyol i Saforcada",1.489808,"Barcelona",47.5,32.8,NA,13.851354,1.2399136,NA,NA,52,19.7,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",52,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",3.253748,"Barcelona",52,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5,24.3
"Pass","Barcelona","Xavier Hernández Creus",1.69584,"Barcelona",54.5,24.3,NA,29.133657,-1.6188692,NA,NA,53.1,53.4,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",53.1,53.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",1.856985,"Barcelona",53.1,53.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,52.8
"Pass","Barcelona","Oleguer Presas Renom",0.509436,"Barcelona",63.4,52.8,NA,8,-1.5707964,NA,NA,63.4,60.8,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",63.4,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",4.605584,"Barcelona",63.4,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6,59.7
"Pass","Barcelona","Anderson Luís de Souza",4.567942,"Barcelona",58.6,59.7,NA,82.447556,0.72704524,NA,TRUE,120.2,4.90000000000001,"Samuel Eto""o Fils","Out",NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",117.1,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Málaga","Juan Jesús Calatayud Sánchez",3.4516,"Málaga",6,44,NA,58.29391,-0.14286746,NA,NA,63.7,52.3,NA,"Incomplete",NA,NA
"Duel","Málaga","Juan Antonio Rodríguez Villamuela",0,"Málaga",63.7,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Xavier Hernández Creus",2.4314,"Málaga",57.3,26.7,NA,1.17047,1.2220253,NA,NA,57.7,25.6,NA,"Incomplete",NA,NA
"Pass","Málaga","Raúl Iznata Zabala",1.6283,"Málaga",63.3,53.4,NA,27.416965,-1.2478924,NA,NA,72,79.4,"Sérgio Paulo Barbosa Valente","Out",NA,NA
"Ball Receipt*","Málaga","Sérgio Paulo Barbosa Valente",NA,"Málaga",72.6,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Juliano Haus Belletti",2.961485,"Barcelona",49.6,0,NA,39.146904,-1.7040231,NA,NA,44.4,38.8,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",44.4,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",4.333115,"Barcelona",44.4,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.9,43.9
"Pass","Barcelona","Oleguer Presas Renom",1.35752,"Barcelona",63.9,43.9,NA,18.553976,0.68231654,NA,NA,78.3,32.2,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",78.3,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",2.69198,"Barcelona",78.3,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7,35.6
"Pressure","Málaga","Juan Antonio Rodríguez Villamuela",1.2267,"Barcelona",43,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Andrés Iniesta Luján",0.75627,"Barcelona",78.7,35.6,NA,8.778382,-0.83374757,NA,NA,84.6,42.1,"Ronaldo de Assis Moreira",NA,NA,NA
"Ball Receipt*","Barcelona","Ronaldo de Assis Moreira",NA,"Barcelona",84.6,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ronaldo de Assis Moreira",1.067867,"Barcelona",84.6,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8,41.5
"Pass","Barcelona","Ronaldo de Assis Moreira",0.594701,"Barcelona",83.8,41.5,NA,5.770615,0.48689923,NA,NA,88.9,38.8,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",88.9,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",1.288712,"Barcelona",88.9,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.9,41.5
"Pressure","Málaga","Juan Jesús Gutiérrez Robles",0.9501,"Barcelona",30.4,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Xavier Hernández Creus",2.34855,"Barcelona",85.9,41.5,NA,27.878666,-0.6069058,NA,NA,108.8,57.4,"Giovanni van Bronckhorst","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Giovanni van Bronckhorst",NA,"Barcelona",108.8,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Interception","Málaga","Fernando Sanz Durán",0,"Barcelona",12.2,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Giovanni van Bronckhorst",1.046087,"Barcelona",120,79,NA,13.577187,2.3666108,NA,NA,110.3,69.5,"Ronaldo de Assis Moreira",NA,NA,NA
"Ball Receipt*","Barcelona","Ronaldo de Assis Moreira",NA,"Barcelona",110.3,69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ronaldo de Assis Moreira",9.900622,"Barcelona",110.3,69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,67.2
"Pass","Barcelona","Ronaldo de Assis Moreira",3.712274,"Barcelona",107.5,67.2,NA,22.629185,2.0383966,NA,NA,97.3,47,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",97.3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.040026,"Barcelona",97.3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2,22.6
"Pass","Barcelona","Rafael Márquez Álvarez",1.121261,"Barcelona",95.2,22.6,NA,12.065239,0.99198884,NA,NA,101.8,12.5,"Samuel Eto""o Fils",NA,NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",101.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Samuel Eto""o Fils",4.932439,"Barcelona",101.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.9,4.40000000000001
"Pass","Barcelona","Samuel Eto""o Fils",1.220751,"Barcelona",100.9,4.40000000000001,NA,21.117765,-2.6482928,NA,NA,82.3,14.4,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",82.3,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.772549,"Barcelona",82.3,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,14.2
"Pass","Barcelona","Rafael Márquez Álvarez",0.544,"Barcelona",82.1,14.2,NA,4.7927027,-0.40763152,NA,NA,86.5,16.1,NA,"Incomplete",NA,NA
"Block","Málaga","Juan Antonio Rodríguez Villamuela",0,"Barcelona",34.5,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goal Keeper","Málaga","Juan Jesús Calatayud Sánchez",0,"Barcelona",12.8,44.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Xavier Hernández Creus",0,"Barcelona",78,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Málaga","Francisco Esteban Granados",0,"Barcelona",42.1,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Málaga","Francisco Esteban Granados",2.92446,"Barcelona",42.1,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,40.7
"Pressure","Barcelona","Rafael Márquez Álvarez",0.79248,"Barcelona",77.6,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dribble","Málaga","Francisco Esteban Granados",0,"Barcelona",43,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Barcelona","Rafael Márquez Álvarez",0,"Barcelona",78,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.74904,"Barcelona",78,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.3,39
"Pass","Barcelona","Rafael Márquez Álvarez",1.963498,"Barcelona",78.3,39,NA,7.879086,-1.152572,NA,NA,81.5,46.2,"Giovanni van Bronckhorst",NA,NA,NA
"Ball Receipt*","Barcelona","Giovanni van Bronckhorst",NA,"Barcelona",81.5,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Giovanni van Bronckhorst",0.040002,"Barcelona",81.5,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3,46.8
"Pass","Barcelona","Giovanni van Bronckhorst",1.795223,"Barcelona",83.3,46.8,NA,20.833866,-0.67998827,NA,NA,99.5,59.9,"Ronaldo de Assis Moreira",NA,NA,NA
"Ball Receipt*","Barcelona","Ronaldo de Assis Moreira",NA,"Barcelona",99.5,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ronaldo de Assis Moreira",4.084677,"Barcelona",99.5,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.6,56.8
"Pass","Barcelona","Ronaldo de Assis Moreira",1.086295,"Barcelona",108.6,56.8,NA,13.315405,2.7485347,NA,NA,96.3,51.7,"Giovanni van Bronckhorst",NA,NA,NA
"Ball Receipt*","Barcelona","Giovanni van Bronckhorst",NA,"Barcelona",96.3,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Giovanni van Bronckhorst",2.409365,"Barcelona",96.3,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,52.5
"Pass","Barcelona","Giovanni van Bronckhorst",0.285213,"Barcelona",99.5,52.5,NA,8.021222,-0.62604654,NA,NA,106,57.2,"Ronaldo de Assis Moreira",NA,NA,NA
"Ball Receipt*","Barcelona","Ronaldo de Assis Moreira",NA,"Barcelona",106,57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ronaldo de Assis Moreira",2.307825,"Barcelona",106,57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.2,59.3
"Pass","Barcelona","Ronaldo de Assis Moreira",0.273961,"Barcelona",106.2,59.3,NA,4.4598207,1.2277724,NA,NA,107.7,55.1,"Andrés Iniesta Luján","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",105.6,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Block","Málaga","Carlos Manuel de Oliveira Magalhães",0,"Barcelona",13.3,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Anderson Luís de Souza",1.501608,"Barcelona",88,70.3,NA,20.649456,1.9477056,NA,NA,80.4,51.1,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",80.4,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",2.787792,"Barcelona",80.4,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7,46.8
"Pass","Barcelona","Xavier Hernández Creus",2.440995,"Barcelona",78.7,46.8,NA,36.04622,0.39287052,NA,NA,112,33,"Juliano Haus Belletti","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",105,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Málaga","Juan Jesús Calatayud Sánchez",0,"Barcelona",9,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Málaga","Juan Jesús Calatayud Sánchez",9.471105,"Barcelona",9,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,51.7
"Pass","Málaga","Juan Jesús Calatayud Sánchez",6.039629,"Barcelona",15.4,51.7,NA,77.07302,-0.364845,NA,NA,87.4,79.2,NA,"Out",NA,NA
"Pass","Barcelona","Juliano Haus Belletti",2,"Barcelona",33.8,0,NA,24.548931,-1.4605889,NA,NA,36.5,24.4,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",36.5,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Xavier Hernández Creus",1.541368,"Barcelona",38.9,31.5,NA,22.240728,-0.8841177,NA,NA,53,48.7,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",53,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",4.479602,"Barcelona",53,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3,36.4
"Pressure","Málaga","Márcio Amoroso dos Santos",1.0933,"Barcelona",65,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Rafael Márquez Álvarez",0.866121,"Barcelona",54.3,36.4,NA,20.788458,0.52391934,NA,NA,72.3,26,"Samuel Eto""o Fils",NA,NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",72.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Samuel Eto""o Fils",1.665269,"Barcelona",72.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8,24.3
"Pass","Barcelona","Samuel Eto""o Fils",1.514047,"Barcelona",66.8,24.3,NA,29.069056,-2.3343003,NA,NA,46.7,45.3,"Carles Puyol i Saforcada",NA,NA,NA
"Ball Receipt*","Barcelona","Carles Puyol i Saforcada",NA,"Barcelona",46.7,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",1.547863,"Barcelona",46.7,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,48.5
"Pass","Barcelona","Carles Puyol i Saforcada",1.805634,"Barcelona",50.5,48.5,NA,22.78618,1.7294515,NA,NA,46.9,26,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",46.9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",2.560773,"Barcelona",46.9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9,25.8
"Pass","Barcelona","Oleguer Presas Renom",1.457936,"Barcelona",64.9,25.8,NA,21.759825,1.8358392,NA,NA,59.2,4.8,"Juliano Haus Belletti",NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",59.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",2.323331,"Barcelona",59.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6,4.90000000000001
"Pass","Barcelona","Juliano Haus Belletti",1.082591,"Barcelona",58.6,4.90000000000001,NA,16.37834,-1.1891562,NA,NA,64.7,20.1,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",64.7,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",1.492635,"Barcelona",64.7,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7,20.7
"Pass","Barcelona","Xavier Hernández Creus",2.378553,"Barcelona",68.7,20.7,NA,44.39482,-1.6361659,NA,TRUE,65.8,65,"Giovanni van Bronckhorst",NA,NA,NA
"Ball Receipt*","Barcelona","Giovanni van Bronckhorst",NA,"Barcelona",65.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Giovanni van Bronckhorst",1.756547,"Barcelona",65.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9,68.9
"Pass","Barcelona","Giovanni van Bronckhorst",2.130818,"Barcelona",64.9,68.9,NA,24.583735,0.122336835,NA,NA,89.3,65.9,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",89.3,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",2.959342,"Barcelona",89.3,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,74.8
"Pressure","Málaga","Miguel Ángel Lozano Ayala",2.1079,"Barcelona",27.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Anderson Luís de Souza",1.498141,"Barcelona",92.2,74.8,NA,24.924286,-3.0974445,NA,NA,67.3,75.9,"Giovanni van Bronckhorst",NA,NA,NA
"Ball Receipt*","Barcelona","Giovanni van Bronckhorst",NA,"Barcelona",67.3,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Giovanni van Bronckhorst",1.541987,"Barcelona",67.3,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1,74.4
"Pass","Barcelona","Giovanni van Bronckhorst",1.613897,"Barcelona",65.1,74.4,NA,29.474226,2.2624938,NA,NA,46.3,51.7,"Carles Puyol i Saforcada",NA,NA,NA
"Ball Receipt*","Barcelona","Carles Puyol i Saforcada",NA,"Barcelona",46.3,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Carles Puyol i Saforcada",1.682057,"Barcelona",46.3,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,53.4
"Pass","Barcelona","Carles Puyol i Saforcada",1.23805,"Barcelona",40.1,53.4,NA,32.62591,1.5309402,NA,NA,41.4,20.8,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",41.4,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",2.446348,"Barcelona",41.4,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,21.6
"Pass","Barcelona","Oleguer Presas Renom",0.90141,"Barcelona",48.6,21.6,NA,21.576145,-0.75589854,NA,NA,64.3,36.4,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",64.3,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.039950002,"Barcelona",64.3,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3,35.8
"Pass","Barcelona","Rafael Márquez Álvarez",0.84605,"Barcelona",64.3,35.8,NA,18.665745,2.1617706,NA,NA,53.9,20.3,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",53.9,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",2.78025,"Barcelona",53.9,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1,17.8
"Pass","Barcelona","Oleguer Presas Renom",0.880541,"Barcelona",58.1,17.8,NA,16.37712,0.18422267,NA,NA,74.2,14.8,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",74.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",0.864391,"Barcelona",74.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.2,14.8
"Pass","Barcelona","Andrés Iniesta Luján",0.860556,"Barcelona",74.2,14.8,NA,18.609674,3.1093457,NA,NA,55.6,14.2,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",55.6,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",1.629495,"Barcelona",55.6,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,15
