"type.name","team.name","player.name","duration","possession_team.name","location.x","location.y","shot.statsbomb_xg","pass.length","pass.angle","pass.cross","pass.switch","pass.end_location.x","pass.end_location.y","pass.recipient.name","pass.outcome.name","carry.end_location.x","carry.end_location.y"
"Pass","Barcelona","Rafael Márquez Álvarez",2.474342,"Barcelona",45.7,27.5,NA,37.876114,0.70690805,NA,NA,74.5,2.90000000000001,"Ludovic Giuly","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Ludovic Giuly",NA,"Barcelona",83.1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Getafe","Mariano Andrés Pernía",0.562393,"Getafe",46.5,76.1,NA,15.402922,1.5513183,NA,NA,46.8,60.7,"Diego Rivas Gutiérrez",NA,NA,NA
"Ball Receipt*","Getafe","Diego Rivas Gutiérrez",NA,"Getafe",46.8,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Diego Rivas Gutiérrez",2.145684,"Getafe",46.8,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,68.9
"Pass","Getafe","Diego Rivas Gutiérrez",1.571842,"Getafe",51.8,68.9,NA,11.045361,-0.83663535,NA,NA,59.2,77.1,"Mariano Andrés Pernía",NA,NA,NA
"Ball Receipt*","Getafe","Mariano Andrés Pernía",NA,"Getafe",59.2,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Mariano Andrés Pernía",0.174239,"Getafe",59.2,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.9,76.5
"Pass","Getafe","Mariano Andrés Pernía",1.294084,"Getafe",61.9,76.5,NA,15.966528,1.7153506,NA,NA,59.6,60.7,"Gabriel Fernández Arenas",NA,NA,NA
"Ball Receipt*","Getafe","Gabriel Fernández Arenas",NA,"Getafe",59.6,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Gabriel Fernández Arenas",3.375858,"Getafe",59.6,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,61.6
"Pass","Getafe","Gabriel Fernández Arenas",1.052774,"Getafe",68,61.6,NA,12.614278,1.5232133,NA,NA,68.6,49,"Jorge Gonzalez Diaz",NA,NA,NA
"Ball Receipt*","Getafe","Jorge Gonzalez Diaz",NA,"Getafe",68.6,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Jorge Gonzalez Diaz",5.79544,"Getafe",68.6,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6,33.6
"Player On","Barcelona","Andrés Iniesta Luján",0,"Getafe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Getafe","Jorge Gonzalez Diaz",1.583586,"Getafe",72.6,33.6,NA,18.90291,2.0912547,NA,NA,63.2,17.2,"José Manuel Yanguas Calleja",NA,NA,NA
"Ball Receipt*","Getafe","José Manuel Yanguas Calleja",NA,"Getafe",63.2,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Getafe","José Manuel Yanguas Calleja",1.373428,"Getafe",62.7,16.8,NA,21.964745,-0.15541844,NA,NA,84.4,20.2,"Jaime Asensio De La Fuente",NA,NA,NA
"Ball Receipt*","Getafe","Jaime Asensio De La Fuente",NA,"Getafe",84.4,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Jaime Asensio De La Fuente",1.358472,"Getafe",84.4,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,18.3
"Pass","Getafe","Jaime Asensio De La Fuente",0.409267,"Getafe",81.6,18.3,NA,9.470481,1.9493419,NA,NA,78.1,9.5,"Mario Gutiérrez Cotelo","Incomplete",NA,NA
"Ball Receipt*","Getafe","Mario Gutiérrez Cotelo",NA,"Getafe",75.6,4.40000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Giovanni van Bronckhorst",0.891083,"Getafe",42.9,69.5,NA,11.6,0,NA,NA,54.5,69.5,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Getafe",54.5,69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",0.76455003,"Getafe",54.5,69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,75.2
"Dribble","Barcelona","Andrés Iniesta Luján",0,"Getafe",57.2,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Getafe","José Manuel Yanguas Calleja",0,"Getafe",63.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Giovanni van Bronckhorst",0,"Getafe",57.8,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Giovanni van Bronckhorst",4.946112,"Getafe",57.8,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.4,71.2
"Pass","Barcelona","Giovanni van Bronckhorst",0.8357,"Getafe",102.4,71.2,NA,16.840427,1.294128,NA,NA,107,55,"Maximiliano Gastón López","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Maximiliano Gastón López",NA,"Getafe",105.3,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clearance","Getafe","David Belenguer Reverter",0,"Getafe",14,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Anderson Luís de Souza",2.0348,"Barcelona",120,79,NA,46.715416,1.5964866,NA,TRUE,118.8,32.3,NA,"Incomplete",NA,NA
"Duel","Barcelona","Maximiliano Gastón López",0,"Barcelona",118.8,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clearance","Getafe","David Belenguer Reverter",0,"Barcelona",2.2,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Block","Barcelona","Maximiliano Gastón López",0,"Barcelona",118.4,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Getafe","Victoriano Rivas Álvaro",3.6821,"Getafe",6,44,NA,67.870026,-0.3068402,NA,NA,70.7,64.5,"Ángel Manuel Vivar Dorado",NA,NA,NA
"Ball Receipt*","Getafe","Ángel Manuel Vivar Dorado",NA,"Getafe",70.7,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Barcelona","Juliano Haus Belletti",0,"Getafe",50.1,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Getafe","Ángel Manuel Vivar Dorado",0.0048,"Getafe",70.9,64.7,NA,2.8653097,0.51048833,NA,NA,73.4,63.3,"Jorge Gonzalez Diaz","Incomplete",NA,NA
"Ball Receipt*","Getafe","Jorge Gonzalez Diaz",NA,"Getafe",82.1,65.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Block","Barcelona","Juliano Haus Belletti",0,"Getafe",47.6,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Xavier Hernández Creus",0,"Barcelona",40.4,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",0.777895,"Barcelona",40.4,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,21.4
"Pass","Barcelona","Xavier Hernández Creus",1.392793,"Barcelona",41.5,21.4,NA,12.76127,2.483986,NA,NA,31.4,13.6,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",31.4,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",1.484762,"Barcelona",31.4,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,13.2
"Pass","Barcelona","Rafael Márquez Álvarez",1.75785,"Barcelona",32,13.2,NA,28.240751,-0.19600667,NA,NA,59.7,18.7,"Ludovic Giuly",NA,NA,NA
"Ball Receipt*","Barcelona","Ludovic Giuly",NA,"Barcelona",59.7,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ludovic Giuly",0.8878,"Barcelona",59.7,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5,21
"Dispossessed","Barcelona","Ludovic Giuly",0,"Barcelona",58.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Getafe","Diego Rivas Gutiérrez",0,"Getafe",62.5,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Diego Rivas Gutiérrez",3.2073,"Getafe",62.5,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7,71.4
"Pressure","Barcelona","Ludovic Giuly",0.350826,"Getafe",63.5,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Getafe","Diego Rivas Gutiérrez",1.5283,"Getafe",54.7,71.4,NA,22.487774,2.3687725,NA,NA,38.6,55.7,"Victoriano Rivas Álvaro",NA,NA,NA
"Ball Receipt*","Getafe","Victoriano Rivas Álvaro",NA,"Getafe",38.6,55.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Victoriano Rivas Álvaro",2.5192,"Getafe",38.6,55.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,59.3
"Pressure","Barcelona","Ronaldo de Assis Moreira",1.003811,"Getafe",73.8,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Getafe","Victoriano Rivas Álvaro",1.210141,"Getafe",45.5,59.3,NA,17.195639,-0.37510687,NA,NA,61.5,65.6,"Ángel Manuel Vivar Dorado",NA,NA,NA
"Ball Receipt*","Getafe","Ángel Manuel Vivar Dorado",NA,"Getafe",61.5,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Ángel Manuel Vivar Dorado",1.390359,"Getafe",61.5,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5,65.1
"Pass","Getafe","Ángel Manuel Vivar Dorado",1.736382,"Getafe",66.5,65.1,NA,22.51777,-0.5411811,NA,NA,85.8,76.7,"Jaime Asensio De La Fuente",NA,NA,NA
"Ball Receipt*","Getafe","Jaime Asensio De La Fuente",NA,"Getafe",85.8,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Jaime Asensio De La Fuente",3.776818,"Getafe",85.8,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3,61.2
"Pass","Getafe","Jaime Asensio De La Fuente",3.474455,"Getafe",95.3,61.2,NA,38.735126,1.7788244,NA,NA,87.3,23.3,"Mario Gutiérrez Cotelo",NA,NA,NA
"Ball Receipt*","Getafe","Mario Gutiérrez Cotelo",NA,"Getafe",87.3,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Mario Gutiérrez Cotelo",5.492607,"Getafe",87.3,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4,4.59999999999999
"Pressure","Barcelona","Giovanni van Bronckhorst",1.334534,"Getafe",30.9,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pressure","Barcelona","Anderson Luís de Souza",0.235732,"Getafe",26.5,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dispossessed","Getafe","Mario Gutiérrez Cotelo",0,"Getafe",97.4,4.59999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Barcelona","Anderson Luís de Souza",0,"Barcelona",23.6,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pressure","Getafe","Mario Gutiérrez Cotelo",1.7502,"Barcelona",106.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Giovanni van Bronckhorst",0,"Barcelona",5.9,70.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Giovanni van Bronckhorst",0.487949,"Barcelona",5.9,70.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,71.9
"Foul Committed","Getafe","Mario Gutiérrez Cotelo",0,"Barcelona",111.9,7.09999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foul Won","Barcelona","Giovanni van Bronckhorst",0,"Barcelona",9.1,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Oleguer Presas Renom",1.372625,"Barcelona",9.3,65.6,NA,10.117806,1.5114601,NA,NA,9.9,55.5,"Víctor Valdés Arribas",NA,NA,NA
"Ball Receipt*","Barcelona","Víctor Valdés Arribas",NA,"Barcelona",9.9,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Víctor Valdés Arribas",1.723065,"Barcelona",9.9,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,48.1
"Pass","Barcelona","Víctor Valdés Arribas",1.7014,"Barcelona",10.8,48.1,NA,29.365625,1.2124243,NA,NA,21.1,20.6,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",21.1,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",1.381812,"Barcelona",21.1,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,20.6
"Pass","Barcelona","Rafael Márquez Álvarez",1.658565,"Barcelona",21.3,20.6,NA,24.824383,0.80533856,NA,NA,38.5,2.7,"Juliano Haus Belletti",NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",38.5,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",2.001835,"Barcelona",38.5,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,2.7
"Pass","Barcelona","Juliano Haus Belletti",0.794728,"Barcelona",38.5,2.7,NA,13.943458,-1.4918243,NA,NA,39.6,16.6,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",39.6,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",1.622272,"Barcelona",39.6,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2,22.5
"Pass","Barcelona","Xavier Hernández Creus",1.756917,"Barcelona",45.2,22.5,NA,32.27414,-1.4183825,NA,NA,50.1,54.4,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",50.1,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",3.453722,"Barcelona",50.1,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,61.8
"Pass","Barcelona","Anderson Luís de Souza",0.784108,"Barcelona",58.7,61.8,NA,11.822859,-1.7150857,NA,NA,57,73.5,"Giovanni van Bronckhorst",NA,NA,NA
"Ball Receipt*","Barcelona","Giovanni van Bronckhorst",NA,"Barcelona",57,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Giovanni van Bronckhorst",0.727441,"Barcelona",57,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,73.5
"Pass","Barcelona","Giovanni van Bronckhorst",1.495817,"Barcelona",57,73.5,NA,23.135471,2.106027,NA,NA,45.2,53.6,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",45.2,53.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",0.797594,"Barcelona",45.2,53.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2,53.6
"Pass","Barcelona","Oleguer Presas Renom",0.799781,"Barcelona",45.2,53.6,NA,7.798718,0.7127987,NA,NA,51.1,48.5,"Xavier Hernández Creus",NA,NA,NA
"Ball Receipt*","Barcelona","Xavier Hernández Creus",NA,"Barcelona",51.1,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Xavier Hernández Creus",0.832915,"Barcelona",51.1,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2,47.9
"Pass","Barcelona","Xavier Hernández Creus",3.361671,"Barcelona",53.2,47.9,NA,46.91407,1.0995226,NA,TRUE,74.5,6.09999999999999,"Ludovic Giuly",NA,NA,NA
"Ball Receipt*","Barcelona","Ludovic Giuly",NA,"Barcelona",74.5,6.09999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ludovic Giuly",2.699834,"Barcelona",74.5,6.09999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9,7.09999999999999
"Pass","Barcelona","Ludovic Giuly",0.707551,"Barcelona",74.9,7.09999999999999,NA,11.548593,0.5062575,NA,NA,85,1.5,"Juliano Haus Belletti",NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",85,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",0.860427,"Barcelona",85,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,1.5
"Pass","Barcelona","Juliano Haus Belletti",1.493505,"Barcelona",85,1.5,NA,17.91089,-2.6279867,NA,NA,69.4,10.3,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",69.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",2.677008,"Barcelona",69.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8,21
"Pass","Barcelona","Andrés Iniesta Luján",1.921972,"Barcelona",68.8,21,NA,29.174303,-2.4095418,NA,NA,47.1,40.5,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",47.1,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Oleguer Presas Renom",1.410466,"Barcelona",47.1,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9,41.2
"Pass","Barcelona","Oleguer Presas Renom",1.592221,"Barcelona",46.9,41.2,NA,21.733154,1.2766953,NA,NA,53.2,20.4,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",53.2,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.33735,"Barcelona",53.2,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2,20.4
"Pass","Barcelona","Rafael Márquez Álvarez",1.346337,"Barcelona",53.2,20.4,NA,15.076471,0.15315361,NA,NA,68.1,18.1,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",68.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",2.808123,"Barcelona",68.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9,25.4
"Pass","Barcelona","Andrés Iniesta Luján",0.872716,"Barcelona",74.9,25.4,NA,17.30809,-1.8578259,NA,NA,70,42,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",70,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",0.520424,"Barcelona",70,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,43.9
"Dribble","Barcelona","Anderson Luís de Souza",0,"Barcelona",70.9,43.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Getafe","Mario Gutiérrez Cotelo",0,"Getafe",50.1,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Mario Gutiérrez Cotelo",1.061008,"Getafe",50.1,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,40.1
"Pass","Getafe","Mario Gutiérrez Cotelo",0.681437,"Getafe",46.1,40.1,NA,9.119759,-1.6366351,NA,NA,45.5,49.2,"Gabriel Fernández Arenas",NA,NA,NA
"Pressure","Barcelona","Xavier Hernández Creus",0.294826,"Getafe",72.1,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Getafe","Gabriel Fernández Arenas",NA,"Getafe",45.5,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Gabriel Fernández Arenas",0.496958,"Getafe",45.5,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,50
"Dribbled Past","Barcelona","Xavier Hernández Creus",0,"Getafe",71.9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dribble","Getafe","Gabriel Fernández Arenas",0,"Getafe",49.1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Gabriel Fernández Arenas",3.616092,"Getafe",49.1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9,55.5
"Pass","Getafe","Gabriel Fernández Arenas",1.029805,"Getafe",52.9,55.5,NA,11.1507845,2.0866053,NA,NA,47.4,45.8,"Diego Rivas Gutiérrez",NA,NA,NA
"Ball Receipt*","Getafe","Diego Rivas Gutiérrez",NA,"Getafe",47.4,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Diego Rivas Gutiérrez",0.1146,"Getafe",47.4,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4,45.8
"Pass","Getafe","Diego Rivas Gutiérrez",1.647001,"Getafe",47.4,45.8,NA,30.677843,-1.413686,NA,NA,52.2,76.1,"Mariano Andrés Pernía",NA,NA,NA
"Ball Receipt*","Getafe","Mariano Andrés Pernía",NA,"Getafe",52.2,76.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Mariano Andrés Pernía",6.961999,"Getafe",52.2,76.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2,73.6
"Pressure","Barcelona","Juliano Haus Belletti",0.505745,"Getafe",33.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dribbled Past","Barcelona","Juliano Haus Belletti",0,"Getafe",32.8,5.40000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dribble","Getafe","Mariano Andrés Pernía",0,"Getafe",88.2,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Mariano Andrés Pernía",2.1679,"Getafe",88.2,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,75.7
"Pressure","Barcelona","Juliano Haus Belletti",0.239654,"Getafe",28.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dispossessed","Getafe","Mariano Andrés Pernía",0,"Getafe",97,75.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Barcelona","Juliano Haus Belletti",0,"Getafe",24,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Juliano Haus Belletti",2.691905,"Barcelona",28.2,0,NA,28.839037,-0.052036315,NA,NA,57,1.5,"Ludovic Giuly",NA,NA,NA
"Ball Receipt*","Barcelona","Ludovic Giuly",NA,"Barcelona",57,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ludovic Giuly",1.046595,"Barcelona",57,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,3.3
"Pass","Barcelona","Ludovic Giuly",1.858,"Barcelona",48.2,3.3,NA,9.972462,0.12062367,NA,NA,58.1,2.09999999999999,NA,"Incomplete",NA,NA
"Pass","Getafe","Mariano Andrés Pernía",1.223673,"Getafe",62.9,76.9,NA,10.6,2.1273956,NA,NA,57.3,67.9,"Diego Rivas Gutiérrez",NA,NA,NA
"Ball Receipt*","Getafe","Diego Rivas Gutiérrez",NA,"Getafe",57.3,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Diego Rivas Gutiérrez",1.37957,"Getafe",57.3,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,66
"Pass","Getafe","Diego Rivas Gutiérrez",0.938857,"Getafe",51,66,NA,16.860012,2.2131112,NA,NA,40.9,52.5,"David Belenguer Reverter",NA,NA,NA
"Ball Receipt*","Getafe","David Belenguer Reverter",NA,"Getafe",40.9,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","David Belenguer Reverter",0.846571,"Getafe",40.9,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,50.6
"Pass","Getafe","David Belenguer Reverter",2.738347,"Getafe",40.9,50.6,NA,28.713934,2.6639273,NA,NA,15.4,37.4,"Francisco Javier Sánchez Broto",NA,NA,NA
"Ball Receipt*","Getafe","Francisco Javier Sánchez Broto",NA,"Getafe",15.4,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Francisco Javier Sánchez Broto",0.403182,"Getafe",15.4,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,37.6
"Pass","Getafe","Francisco Javier Sánchez Broto",1.631109,"Getafe",15.2,37.6,NA,23.1225,0.45204273,NA,NA,36,27.5,"José Manuel Yanguas Calleja",NA,NA,NA
"Ball Receipt*","Getafe","José Manuel Yanguas Calleja",NA,"Getafe",36,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","José Manuel Yanguas Calleja",0.090391,"Getafe",36,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,27.5
"Pass","Getafe","José Manuel Yanguas Calleja",2.293441,"Getafe",38.4,27.5,NA,34.839344,-1.1161344,NA,NA,53.7,58.8,"Gabriel Fernández Arenas",NA,NA,NA
"Pressure","Barcelona","Andrés Iniesta Luján",0.346591,"Getafe",85.2,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Getafe","Gabriel Fernández Arenas",NA,"Getafe",53.7,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Gabriel Fernández Arenas",2.601959,"Getafe",53.7,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7,64.1
"Pass","Getafe","Gabriel Fernández Arenas",1.261074,"Getafe",45.7,64.1,NA,14.708501,-0.79501325,NA,NA,56,74.6,"Mariano Andrés Pernía",NA,NA,NA
"Ball Receipt*","Getafe","Mariano Andrés Pernía",NA,"Getafe",56,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Getafe","Mariano Andrés Pernía",1.048114,"Getafe",56,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6,76.5
"Pass","Getafe","Mariano Andrés Pernía",3.437691,"Getafe",64.6,76.5,NA,58.268345,0.7951066,NA,TRUE,105.4,34.9,"Jorge Gonzalez Diaz","Unknown",NA,NA
